92
27 1.42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
28 1.49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
29 0.94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
30 1.4 10.48 0.06 0.06 0.06 0.06 510.25 3505.4 7611.99 11256.4 13182.5 13850.9 12200.4 11108 12419.1 17009 26006.2 36218 41949.3 43117.9 39802.5 33310.7 22971.3 10923.9 1754.52 
31 1.21 3745.79 11.4 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 73.81 3036.02 15798.3 35737.4 54514.1 67874.1 75172.6 77224.1 70491.7 57828.3 38446.3 18416.1 
32 1.03 18551.4 2705.62 0.36 0 0 0 0 0.01 0.01 0.01 0.01 0.01 0.01 45.05 3979.49 19194 40009.9 59176.6 73435.9 81513.1 81672.5 74978 60443.2 41219.5 
33 1.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
34 1.14 83.5 0 0 0 0 0 0 0 0 0 0 0 464.08 5143.98 16842.5 25081.6 42626.7 50983.6 53879.8 52397 42476.2 28690.7 13649.7 3501.27 
35 1.17 83.86 0.01 0 0 0.01 0.01 0.01 0.01 0.01 0 0.01 1.32 1029.49 8437.89 23429.5 38963.2 51812.1 61055.9 65321.3 58445.8 49337.2 35432.7 18874.4 4617.38 
36 1.07 134.53 0 0 0 0 0 0 0 0 0 0 0 95.24 2206.2 12004.4 27647.6 42729.1 52776.7 55782.8 54048.4 45747.7 32590.4 19248.4 4820.66 
37 1.43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
38 0.97 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
39 1.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
40 1.15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
41 1.43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
42 0.85 5122.3 312.78 0 0 0 0 0 0 0 0 0 0 0 460.84 5216.81 17749.7 33951.6 47478.6 56059.6 59464.5 56786.4 47309.2 34262.8 18433.3 
43 0.98 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
44 1.42 28057.6 9968.68 1656.48 233.15 0 0 0 0 0 0 0 0 0 0 603.57 10215.6 29207.9 49078.5 63494.3 77814.6 84357.6 79614.6 67088.7 46765.9 
45 0.81 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46 0.93 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
47 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
48 1.31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
49 1.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
50 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
51 0.95 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
52 1.43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
53 0.95 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
54 0.91 7582.93 2453.33 534.51 10.3 0 0 0 0 0 0 0 0 0 0 3.23 307.63 1524.11 3566.2 7803.23 14708.1 22030.2 18675.5 15437.3 9499.12 
55 1.36 5105.89 163.88 0 0 0 0 0 0.01 0.01 0 0 0 1.32 1355.09 9757.51 25676.6 42302 55277.9 65485.6 66285.3 61019.5 49588.8 33847.3 17698.2 
56 1.13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
57 1.33 0 0 0 0 0 0 0 0 0 0 0 114.64 4430.74 22154.8 43718.6 63675.4 78355.1 84337.4 80424.7 69863.7 54672.9 34452.2 14008.2 1316.63 
58 1.35 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 359.74 3877.31 12782.3 25079.4 38481.2 47488.6 47143.6 41619 33836.9 23322.5 12001.7 3505.6 182.22 
59 1.37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
60 0.91 218.62 0 0 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 247.97 3856.58 12629.4 29334.8 47912.8 65141.9 75331.4 78941.4 75689.3 64105.8 45760.1 24963 6352.92 
61 0.8 87075.2 67941.8 43375.7 17439.5 1306.02 0.05 0.06 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.05 1292.72 16828.1 47382.7 76538.5 98502.2 110859 111922 100633 
62 1.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
63 1.49 3949.67 5.04 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0 0 0.01 74.75 4067.29 19848.5 42403.2 63017.5 80274.3 87712.2 87886 80294.1 65105.5 43689.1 21233.3 
64 0.84 410.89 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 331.71 4400.79 16002.4 32066.6 46165.6 55129.6 58122.7 54473.8 45442.4 32771.3 18338 5607.82 
65 1.41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
66 1.38 6720.8 253 0 0 0 0 0 0.01 0.01 0 0 0 0 497.74 7825.04 25866.5 45921.2 63811.7 73191.4 79211.2 75070.1 62668.2 47547.7 23042.3 
67 1.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
68 0.81 1725.61 0.01 0.01 0.01 0.01 0.01 2.41621e+06 0.01 0.01 0 0 871.85 5641.35 16924.7 33907.4 51933.2 66150.8 73742.6 76106.8 68875.8 56995.6 41402.1 27080.8 12503 
69 1.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
70 1.21 0 0 0 0 0 0 0 0 0 0 11.38 1912.48 10372.8 24463.3 38417.2 50430.5 54407.3 55032.3 48911.6 38699.2 20367.8 5205.67 337.46 0 
71 1.31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
72 0.85 136.17 0 0 0 0.37 419.87 3975.21 11765 22736.8 33898.8 39748.2 43891.2 40045 33724 21673 10872.1 3260.86 1102.9 1624.56 2294.13 2120.77 1548.22 1308.92 852.84 
73 1.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
74 1.43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
75 0.85 37253.8 28417.5 17448 7928.08 2140.94 604.62 552.03 552.04 552.04 552.04 552.03 552.03 552.03 552.03 552.03 553.35 933.57 3632.83 9684.47 19056 29699.5 38655.7 42855.9 43164.7 
76 1.32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
77 1.12 52.59 0 0 0 0 0 0 0 0 0 0 31.39 1849.23 11334.2 26277.9 42458.7 54548.8 62507.7 62206.7 59389.1 47763.9 33139.2 16589.7 2876.8 
78 1.07 12879.5 2067.13 45.65 0 0 0 0 0 0.01 0 0.01 0.01 0.01 28.88 1635.28 8948.92 23918.3 39664.1 50850.4 57963.1 58616.4 52536.7 42163.7 28754.6 
79 0.87 3599.14 916.29 31.63 0 0 0 0 0 0 0 0 0 0 2.52 420.11 2782.52 8278.08 18852.3 28138.1 33270.9 26708.8 20802.8 13561.4 8390.09 
80 1.48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
81 1.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
82 0.95 0.12 0.01 0 0 0 0 0.01 0 0.01 0.01 72.96 1209.66 4178.82 11674.8 25284.3 37469.4 45757.1 48031.4 47273.8 41745 31110.2 19590 7111.44 633.7 
83 1.04 1735.68 4.93 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 40.14 1843.72 8491.45 22871.2 39762.2 54032.5 60782.7 61998.8 56380 44250.2 27304.6 10860.2 
84 0.84 15846.4 3431.46 46.74 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.01 0.01 815.79 3648.87 11527.2 26548.6 41398.6 55355.5 60289.1 62030.9 60088 48170.8 32541.2 
85 1.37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
86 1.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
87 1.13 7774.48 1116.7 4.91 0 0 0 22.52 109.01 119.91 110.21 111.89 21.92 6.35 118.84 1764.77 6845.38 17305.2 29015.1 37688 40522.9 40367.6 34744.9 27956.5 17931.7 
88 0.83 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
89 1.24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
90 0.83 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
91 1.03 1431.53 1.46 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.01 0.02 0.02 77.52 1439.43 7673.39 21288.1 36300 48293.2 56907.3 56314.3 49967.4 38949.1 22515.6 8704.44 
828 2498
0 s 0 0.08 0.25
1 s 0 0.08 0.25
2 s 0 0.08 0.25
3 s 0 0.08 0.25
4 s 0 0.08 0.25
5 c 0 0.02415 0.0805 640 0.165
6 c 0 0.02415 0.0805 640 0.165
7 c 0 0.02415 0.0805 640 0.165
8 c 0 0.02415 0.0805 640 0.165
9 s 1 0.08 0.25
10 s 1 0.08 0.25
11 s 1 0.08 0.25
12 s 1 0.08 0.25
13 s 1 0.08 0.25
14 c 1 0.02415 0.0805 640 0.165
15 c 1 0.02415 0.0805 640 0.165
16 c 1 0.02415 0.0805 640 0.165
17 c 1 0.02415 0.0805 640 0.165
18 s 2 0.08 0.25
19 s 2 0.08 0.25
20 s 2 0.08 0.25
21 s 2 0.08 0.25
22 s 2 0.08 0.25
23 c 2 0.02415 0.0805 640 0.165
24 c 2 0.02415 0.0805 640 0.165
25 c 2 0.02415 0.0805 640 0.165
26 c 2 0.02415 0.0805 640 0.165
27 s 3 0.08 0.25
28 s 3 0.08 0.25
29 s 3 0.08 0.25
30 s 3 0.08 0.25
31 s 3 0.08 0.25
32 c 3 0.02415 0.0805 640 0.165
33 c 3 0.02415 0.0805 640 0.165
34 c 3 0.02415 0.0805 640 0.165
35 c 3 0.02415 0.0805 640 0.165
36 s 4 0.08 0.25
37 s 4 0.08 0.25
38 s 4 0.08 0.25
39 s 4 0.08 0.25
40 s 4 0.08 0.25
41 c 4 0.02415 0.0805 640 0.165
42 c 4 0.02415 0.0805 640 0.165
43 c 4 0.02415 0.0805 640 0.165
44 c 4 0.02415 0.0805 640 0.165
45 s 5 0.08 0.25
46 s 5 0.08 0.25
47 s 5 0.08 0.25
48 s 5 0.08 0.25
49 s 5 0.08 0.25
50 c 5 0.02415 0.0805 640 0.165
51 c 5 0.02415 0.0805 640 0.165
52 c 5 0.02415 0.0805 640 0.165
53 c 5 0.02415 0.0805 640 0.165
54 s 6 0.08 0.25
55 s 6 0.08 0.25
56 s 6 0.08 0.25
57 s 6 0.08 0.25
58 s 6 0.08 0.25
59 c 6 0.02415 0.0805 640 0.165
60 c 6 0.02415 0.0805 640 0.165
61 c 6 0.02415 0.0805 640 0.165
62 c 6 0.02415 0.0805 640 0.165
63 s 7 0.08 0.25
64 s 7 0.08 0.25
65 s 7 0.08 0.25
66 s 7 0.08 0.25
67 s 7 0.08 0.25
68 c 7 0.02415 0.0805 640 0.165
69 c 7 0.02415 0.0805 640 0.165
70 c 7 0.02415 0.0805 640 0.165
71 c 7 0.02415 0.0805 640 0.165
72 s 8 0.08 0.25
73 s 8 0.08 0.25
74 s 8 0.08 0.25
75 s 8 0.08 0.25
76 s 8 0.08 0.25
77 c 8 0.02415 0.0805 640 0.165
78 c 8 0.02415 0.0805 640 0.165
79 c 8 0.02415 0.0805 640 0.165
80 c 8 0.02415 0.0805 640 0.165
81 s 9 0.08 0.25
82 s 9 0.08 0.25
83 s 9 0.08 0.25
84 s 9 0.08 0.25
85 s 9 0.08 0.25
86 c 9 0.02415 0.0805 640 0.165
87 c 9 0.02415 0.0805 640 0.165
88 c 9 0.02415 0.0805 640 0.165
89 c 9 0.02415 0.0805 640 0.165
90 s 10 0.08 0.25
91 s 10 0.08 0.25
92 s 10 0.08 0.25
93 s 10 0.08 0.25
94 s 10 0.08 0.25
95 c 10 0.02415 0.0805 640 0.165
96 c 10 0.02415 0.0805 640 0.165
97 c 10 0.02415 0.0805 640 0.165
98 c 10 0.02415 0.0805 640 0.165
99 s 11 0.08 0.25
100 s 11 0.08 0.25
101 s 11 0.08 0.25
102 s 11 0.08 0.25
103 s 11 0.08 0.25
104 c 11 0.02415 0.0805 640 0.165
105 c 11 0.02415 0.0805 640 0.165
106 c 11 0.02415 0.0805 640 0.165
107 c 11 0.02415 0.0805 640 0.165
108 s 12 0.08 0.25
109 s 12 0.08 0.25
110 s 12 0.08 0.25
111 s 12 0.08 0.25
112 s 12 0.08 0.25
113 c 12 0.02415 0.0805 640 0.165
114 c 12 0.02415 0.0805 640 0.165
115 c 12 0.02415 0.0805 640 0.165
116 c 12 0.02415 0.0805 640 0.165
117 s 13 0.08 0.25
118 s 13 0.08 0.25
119 s 13 0.08 0.25
120 s 13 0.08 0.25
121 s 13 0.08 0.25
122 c 13 0.02415 0.0805 640 0.165
123 c 13 0.02415 0.0805 640 0.165
124 c 13 0.02415 0.0805 640 0.165
125 c 13 0.02415 0.0805 640 0.165
126 s 14 0.08 0.25
127 s 14 0.08 0.25
128 s 14 0.08 0.25
129 s 14 0.08 0.25
130 s 14 0.08 0.25
131 c 14 0.02415 0.0805 640 0.165
132 c 14 0.02415 0.0805 640 0.165
133 c 14 0.02415 0.0805 640 0.165
134 c 14 0.02415 0.0805 640 0.165
135 s 15 0.08 0.25
136 s 15 0.08 0.25
137 s 15 0.08 0.25
138 s 15 0.08 0.25
139 s 15 0.08 0.25
140 c 15 0.02415 0.0805 640 0.165
141 c 15 0.02415 0.0805 640 0.165
142 c 15 0.02415 0.0805 640 0.165
143 c 15 0.02415 0.0805 640 0.165
144 s 16 0.08 0.25
145 s 16 0.08 0.25
146 s 16 0.08 0.25
147 s 16 0.08 0.25
148 s 16 0.08 0.25
149 c 16 0.02415 0.0805 640 0.165
150 c 16 0.02415 0.0805 640 0.165
151 c 16 0.02415 0.0805 640 0.165
152 c 16 0.02415 0.0805 640 0.165
153 s 17 0.08 0.25
154 s 17 0.08 0.25
155 s 17 0.08 0.25
156 s 17 0.08 0.25
157 s 17 0.08 0.25
158 c 17 0.02415 0.0805 640 0.165
159 c 17 0.02415 0.0805 640 0.165
160 c 17 0.02415 0.0805 640 0.165
161 c 17 0.02415 0.0805 640 0.165
162 s 18 0.08 0.25
163 s 18 0.08 0.25
164 s 18 0.08 0.25
165 s 18 0.08 0.25
166 s 18 0.08 0.25
167 c 18 0.02415 0.0805 640 0.165
168 c 18 0.02415 0.0805 640 0.165
169 c 18 0.02415 0.0805 640 0.165
170 c 18 0.02415 0.0805 640 0.165
171 s 19 0.08 0.25
172 s 19 0.08 0.25
173 s 19 0.08 0.25
174 s 19 0.08 0.25
175 s 19 0.08 0.25
176 c 19 0.02415 0.0805 640 0.165
177 c 19 0.02415 0.0805 640 0.165
178 c 19 0.02415 0.0805 640 0.165
179 c 19 0.02415 0.0805 640 0.165
180 s 20 0.08 0.25
181 s 20 0.08 0.25
182 s 20 0.08 0.25
183 s 20 0.08 0.25
184 s 20 0.08 0.25
185 c 20 0.02415 0.0805 640 0.165
186 c 20 0.02415 0.0805 640 0.165
187 c 20 0.02415 0.0805 640 0.165
188 c 20 0.02415 0.0805 640 0.165
189 s 21 0.08 0.25
190 s 21 0.08 0.25
191 s 21 0.08 0.25
192 s 21 0.08 0.25
193 s 21 0.08 0.25
194 c 21 0.02415 0.0805 640 0.165
195 c 21 0.02415 0.0805 640 0.165
196 c 21 0.02415 0.0805 640 0.165
197 c 21 0.02415 0.0805 640 0.165
198 s 22 0.08 0.25
199 s 22 0.08 0.25
200 s 22 0.08 0.25
201 s 22 0.08 0.25
202 s 22 0.08 0.25
203 c 22 0.02415 0.0805 640 0.165
204 c 22 0.02415 0.0805 640 0.165
205 c 22 0.02415 0.0805 640 0.165
206 c 22 0.02415 0.0805 640 0.165
207 s 23 0.08 0.25
208 s 23 0.08 0.25
209 s 23 0.08 0.25
210 s 23 0.08 0.25
211 s 23 0.08 0.25
212 c 23 0.02415 0.0805 640 0.165
213 c 23 0.02415 0.0805 640 0.165
214 c 23 0.02415 0.0805 640 0.165
215 c 23 0.02415 0.0805 640 0.165
216 s 24 0.08 0.25
217 s 24 0.08 0.25
218 s 24 0.08 0.25
219 s 24 0.08 0.25
220 s 24 0.08 0.25
221 c 24 0.02415 0.0805 640 0.165
222 c 24 0.02415 0.0805 640 0.165
223 c 24 0.02415 0.0805 640 0.165
224 c 24 0.02415 0.0805 640 0.165
225 s 25 0.08 0.25
226 s 25 0.08 0.25
227 s 25 0.08 0.25
228 s 25 0.08 0.25
229 s 25 0.08 0.25
230 c 25 0.02415 0.0805 640 0.165
231 c 25 0.02415 0.0805 640 0.165
232 c 25 0.02415 0.0805 640 0.165
233 c 25 0.02415 0.0805 640 0.165
234 s 26 0.08 0.25
235 s 26 0.08 0.25
236 s 26 0.08 0.25
237 s 26 0.08 0.25
238 s 26 0.08 0.25
239 c 26 0.02415 0.0805 640 0.165
240 c 26 0.02415 0.0805 640 0.165
241 c 26 0.02415 0.0805 640 0.165
242 c 26 0.02415 0.0805 640 0.165
243 s 27 0.08 0.25
244 s 27 0.08 0.25
245 s 27 0.08 0.25
246 s 27 0.08 0.25
247 s 27 0.08 0.25
248 c 27 0.02415 0.0805 640 0.165
249 c 27 0.02415 0.0805 640 0.165
250 c 27 0.02415 0.0805 640 0.165
251 c 27 0.02415 0.0805 640 0.165
252 s 28 0.08 0.25
253 s 28 0.08 0.25
254 s 28 0.08 0.25
255 s 28 0.08 0.25
256 s 28 0.08 0.25
257 c 28 0.02415 0.0805 640 0.165
258 c 28 0.02415 0.0805 640 0.165
259 c 28 0.02415 0.0805 640 0.165
260 c 28 0.02415 0.0805 640 0.165
261 s 29 0.08 0.25
262 s 29 0.08 0.25
263 s 29 0.08 0.25
264 s 29 0.08 0.25
265 s 29 0.08 0.25
266 c 29 0.02415 0.0805 640 0.165
267 c 29 0.02415 0.0805 640 0.165
268 c 29 0.02415 0.0805 640 0.165
269 c 29 0.02415 0.0805 640 0.165
270 s 30 0.08 0.25
271 s 30 0.08 0.25
272 s 30 0.08 0.25
273 s 30 0.08 0.25
274 s 30 0.08 0.25
275 c 30 0.02415 0.0805 640 0.165
276 c 30 0.02415 0.0805 640 0.165
277 c 30 0.02415 0.0805 640 0.165
278 c 30 0.02415 0.0805 640 0.165
279 s 31 0.08 0.25
280 s 31 0.08 0.25
281 s 31 0.08 0.25
282 s 31 0.08 0.25
283 s 31 0.08 0.25
284 c 31 0.02415 0.0805 640 0.165
285 c 31 0.02415 0.0805 640 0.165
286 c 31 0.02415 0.0805 640 0.165
287 c 31 0.02415 0.0805 640 0.165
288 s 32 0.08 0.25
289 s 32 0.08 0.25
290 s 32 0.08 0.25
291 s 32 0.08 0.25
292 s 32 0.08 0.25
293 c 32 0.02415 0.0805 640 0.165
294 c 32 0.02415 0.0805 640 0.165
295 c 32 0.02415 0.0805 640 0.165
296 c 32 0.02415 0.0805 640 0.165
297 s 33 0.08 0.25
298 s 33 0.08 0.25
299 s 33 0.08 0.25
300 s 33 0.08 0.25
301 s 33 0.08 0.25
302 c 33 0.02415 0.0805 640 0.165
303 c 33 0.02415 0.0805 640 0.165
304 c 33 0.02415 0.0805 640 0.165
305 c 33 0.02415 0.0805 640 0.165
306 s 34 0.08 0.25
307 s 34 0.08 0.25
308 s 34 0.08 0.25
309 s 34 0.08 0.25
310 s 34 0.08 0.25
311 c 34 0.02415 0.0805 640 0.165
312 c 34 0.02415 0.0805 640 0.165
313 c 34 0.02415 0.0805 640 0.165
314 c 34 0.02415 0.0805 640 0.165
315 s 35 0.08 0.25
316 s 35 0.08 0.25
317 s 35 0.08 0.25
318 s 35 0.08 0.25
319 s 35 0.08 0.25
320 c 35 0.02415 0.0805 640 0.165
321 c 35 0.02415 0.0805 640 0.165
322 c 35 0.02415 0.0805 640 0.165
323 c 35 0.02415 0.0805 640 0.165
324 s 36 0.08 0.25
325 s 36 0.08 0.25
326 s 36 0.08 0.25
327 s 36 0.08 0.25
328 s 36 0.08 0.25
329 c 36 0.02415 0.0805 640 0.165
330 c 36 0.02415 0.0805 640 0.165
331 c 36 0.02415 0.0805 640 0.165
332 c 36 0.02415 0.0805 640 0.165
333 s 37 0.08 0.25
334 s 37 0.08 0.25
335 s 37 0.08 0.25
336 s 37 0.08 0.25
337 s 37 0.08 0.25
338 c 37 0.02415 0.0805 640 0.165
339 c 37 0.02415 0.0805 640 0.165
340 c 37 0.02415 0.0805 640 0.165
341 c 37 0.02415 0.0805 640 0.165
342 s 38 0.08 0.25
343 s 38 0.08 0.25
344 s 38 0.08 0.25
345 s 38 0.08 0.25
346 s 38 0.08 0.25
347 c 38 0.02415 0.0805 640 0.165
348 c 38 0.02415 0.0805 640 0.165
349 c 38 0.02415 0.0805 640 0.165
350 c 38 0.02415 0.0805 640 0.165
351 s 39 0.08 0.25
352 s 39 0.08 0.25
353 s 39 0.08 0.25
354 s 39 0.08 0.25
355 s 39 0.08 0.25
356 c 39 0.02415 0.0805 640 0.165
357 c 39 0.02415 0.0805 640 0.165
358 c 39 0.02415 0.0805 640 0.165
359 c 39 0.02415 0.0805 640 0.165
360 s 40 0.08 0.25
361 s 40 0.08 0.25
362 s 40 0.08 0.25
363 s 40 0.08 0.25
364 s 40 0.08 0.25
365 c 40 0.02415 0.0805 640 0.165
366 c 40 0.02415 0.0805 640 0.165
367 c 40 0.02415 0.0805 640 0.165
368 c 40 0.02415 0.0805 640 0.165
369 s 41 0.08 0.25
370 s 41 0.08 0.25
371 s 41 0.08 0.25
372 s 41 0.08 0.25
373 s 41 0.08 0.25
374 c 41 0.02415 0.0805 640 0.165
375 c 41 0.02415 0.0805 640 0.165
376 c 41 0.02415 0.0805 640 0.165
377 c 41 0.02415 0.0805 640 0.165
378 s 42 0.08 0.25
379 s 42 0.08 0.25
380 s 42 0.08 0.25
381 s 42 0.08 0.25
382 s 42 0.08 0.25
383 c 42 0.02415 0.0805 640 0.165
384 c 42 0.02415 0.0805 640 0.165
385 c 42 0.02415 0.0805 640 0.165
386 c 42 0.02415 0.0805 640 0.165
387 s 43 0.08 0.25
